Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter (GO:0006357)	14/337	4.272572710498221e-08	2.074514219675642e-07	0.08396430264167497	0.17264088757446433	-1.2968244171274226	22.00511920125839	RAD9;TUP1;PHO80;RFX1;CYC8;SWI6;CDC28;PHO4;CKS1;YHP1;CAK1;PHO85;MCM1;PHO2
GO_Biological_Process_2018	regulation of phosphate metabolic process (GO:0019220)	4/10	3.472266533057719e-07	1.5210037095894142e-06	0.00039648522442638906	0.0019485798224857904	-1.4738911914370652	21.92160830454864	PHO80;PHO4;PHO85;PHO2
GO_Biological_Process_2018	intra-S DNA damage checkpoint (GO:0031573)	4/14	1.6220334626269466e-06	6.4086224062613665e-06	0.0011153551941761471	0.004823289895531892	-1.6426162927419499	21.899081124090763	DDC1;RAD9;MRC1;MEC3
GO_Biological_Process_2018	regulation of meiotic DNA double-strand break formation (GO:1903341)	3/8	1.4673851792672115e-05	4.96938006087972e-05	0.002632614860911765	0.009644943535885834	-1.9510498909973264	21.714099406021713	YCS4;YCG1;SMC2
GO_Biological_Process_2018	negative regulation of transcription, DNA-templated (GO:0045892)	10/132	1.5146146775720984e-08	7.927139156643582e-08	0.004391844768685908	0.014873222199835466	-1.2031261687648438	21.662911903896642	CYC8;TUP1;WHI5;PHO80;YOX1;CDC28;YHP1;RFX1;PHO85;MCM1
GO_Biological_Process_2018	negative regulation of macromolecule metabolic process (GO:0010605)	3/8	1.4673851792672115e-05	4.96938006087972e-05	0.002632614860911765	0.009644943535885834	-1.9457705012770103	21.655342736743783	YCS4;YCG1;SMC2
GO_Biological_Process_2018	regulation of ubiquitin protein ligase activity (GO:1904666)	3/7	9.215001287391256e-06	3.2575837884374376e-05	0.0019525765838657534	0.007566234262479798	-1.8653496661578768	21.628128414057112	CDC20;CDH1;DOC1
GO_Biological_Process_2018	regulation of DNA-dependent DNA replication initiation (GO:0030174)	5/23	3.28974637256554e-07	1.4730753201599033e-06	0.0007575769324454969	0.0035500407415759916	-1.4407103442801383	21.5058941702092	MET30;TAH11;CDC16;MCM5;CDC6
GO_Biological_Process_2018	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	3/7	9.215001287391256e-06	3.2575837884374376e-05	0.0019525765838657534	0.007566234262479798	-1.837761532986509	21.308252898082962	MIH1;CDC55;CDC28
GO_Biological_Process_2018	DNA strand elongation involved in DNA replication (GO:0006271)	5/27	7.729844234352016e-07	3.1787012514733306e-06	0.0014248767941983994	0.005919848949092317	-1.5112551141851636	21.267903709067106	MCM7;MCM3;MCM4;MCM6;MCM2
GO_Biological_Process_2018	negative regulation of macroautophagy (GO:0016242)	3/7	9.215001287391256e-06	3.2575837884374376e-05	0.0019525765838657534	0.007566234262479798	-1.830614461929468	21.225384911768924	SIC1;PHO80;PHO85
GO_Biological_Process_2018	traversing start control point of mitotic cell cycle (GO:0007089)	4/14	1.6220334626269466e-06	6.4086224062613665e-06	0.0011153551941761471	0.004823289895531892	-1.5596215070200032	20.79260875228227	CLN3;CLN2;CLN1;WHI5
GO_Biological_Process_2018	protein polyubiquitination (GO:0000209)	6/37	1.3233379698878542e-07	6.060286384827331e-07	0.0008796758094780868	0.004028515354768967	-1.3064905838214615	20.6921173099748	APC1;MET30;DOC1;GRR1;APC4;APC5
GO_Biological_Process_2018	meiotic sister chromatid cohesion (GO:0051177)	3/8	1.4673851792672115e-05	4.96938006087972e-05	0.002632614860911765	0.009644943535885834	-1.8543476831416583	20.637857653389545	MAD3;SMC3;BUB1
GO_Biological_Process_2018	regulation of chromatin silencing (GO:0031935)	4/20	7.616910152899072e-06	2.8422359181651168e-05	0.0034207714633755315	0.012385119457875392	-1.7511442788164318	20.637480069707824	ORC5;CDC45;CDC7;CDC6
GO_Biological_Process_2018	double-strand break repair (GO:0006302)	8/81	5.541285498929254e-08	2.6584976857958194e-07	0.002410305376947024	0.009250981589615716	-1.2300253492581723	20.55182225054844	RAD9;MCD1;SCC4;CDC28;RAD17;SCC2;MEC3;SMC1
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	13/270	2.379897349199582e-08	1.1988732896592897e-07	0.0379963804023924	0.0916918640848152	-1.166455171883373	20.475514785977715	RAD9;TUP1;CDC7;RFX1;CYC8;SWI6;CDC28;PHO4;CKS1;SCC2;CAK1;MCM1;PHO2
GO_Biological_Process_2018	negative regulation of mitotic cell cycle (GO:0045930)	3/7	9.215001287391256e-06	3.2575837884374376e-05	0.0019525765838657534	0.007566234262479798	-1.7588957370864633	20.393829403041227	CDC14;CDH1;CDC28
GO_Biological_Process_2018	peptidyl-serine dephosphorylation (GO:0070262)	3/7	9.215001287391256e-06	3.2575837884374376e-05	0.0019525765838657534	0.007566234262479798	-1.7401350477034958	20.176305253830744	CDC55;PPH22;PPH21
GO_Biological_Process_2018	mitotic spindle orientation checkpoint (GO:0031578)	4/15	2.2007328225555878e-06	8.610634247474779e-06	0.00138378273969172	0.005851589793109532	-1.537527367752756	20.02893874560912	TEM1;LTE1;BFA1;BUB2
GO_Biological_Process_2018	regulation of meiotic cell cycle (GO:0051445)	3/9	2.1906082373838467e-05	7.295992724509836e-05	0.00344201831087356	0.012385119457875392	-1.8529282456445504	19.87959692202144	CDC20;SWE1;CDC28
GO_Biological_Process_2018	negative regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0071930)	3/8	1.4673851792672115e-05	4.96938006087972e-05	0.002632614860911765	0.009644943535885834	-1.775434936131489	19.759602699024875	WHI5;YOX1;YHP1
GO_Biological_Process_2018	peptidyl-serine phosphorylation (GO:0018105)	6/37	1.3233379698878542e-07	6.060286384827331e-07	0.0008796758094780868	0.004028515354768967	-1.2450629347525763	19.719229991574476	HSL1;DUN1;DBF2;CDC28;CDC7;DBF20
GO_Biological_Process_2018	positive regulation of macromolecule biosynthetic process (GO:0010557)	3/10	3.114559196601162e-05	9.88320752937219e-05	0.004387875107744561	0.014873222199835466	-1.8813373172222432	19.52233224935372	CLB6;CLB5;DBF4
GO_Biological_Process_2018	septin ring organization (GO:0031106)	5/35	2.981469065560513e-06	1.144316222305607e-05	0.003925227076465664	0.013998818688634188	-1.4875422757415686	18.92614080405061	GIN4;KCC4;PCL2;PCL1;SKP1
GO_Biological_Process_2018	regulation of meiotic nuclear division (GO:0040020)	3/16	0.00014125218271686846	0.0003925836526544689	0.013225884659785064	0.0380716536992384	-2.0956163024454826	18.577562524061246	CDC20;CLB1;SWE1
GO_Biological_Process_2018	negative regulation of meiosis I (GO:0110029)	3/8	1.4673851792672115e-05	4.96938006087972e-05	0.002632614860911765	0.009644943535885834	-1.6652246674423232	18.533023747393038	YCS4;YCG1;SMC2
GO_Biological_Process_2018	protein autophosphorylation (GO:0046777)	5/24	4.1338628607766593e-07	1.7913405730032185e-06	0.0008959998579336701	0.00405716789603673	-1.2474037476336353	18.33544219396245	HSL1;MPS1;GIN4;CDC7;FUS3
GO_Biological_Process_2018	DNA unwinding involved in DNA replication (GO:0006268)	3/10	3.114559196601162e-05	9.88320752937219e-05	0.004387875107744561	0.014873222199835466	-1.7576308567942156	18.238650370639245	MCM7;MCM4;MCM6
GO_Biological_Process_2018	regulation of chromatin silencing at telomere (GO:0031938)	5/28	9.361338521528997e-07	3.7726194241761878e-06	0.0016437960723529091	0.0067596920118185915	-1.3056305784945923	18.124120492981923	ORC5;CDC45;CDC7;MCM5;CDC6
GO_Biological_Process_2018	asparagine catabolic process (GO:0006530)	3/10	3.114559196601162e-05	9.88320752937219e-05	0.004387875107744561	0.014873222199835466	-1.7346508189870744	18.000190244926067	MBP1;SWI6;SWI4
GO_Biological_Process_2018	regulation of meiosis I (GO:0060631)	3/12	5.655872457026689e-05	0.00016883826668012998	0.006713162721314895	0.021471464894364304	-1.8190661892905915	17.79088769319354	DBF4;CLB1;CDC7
GO_Biological_Process_2018	posttranscriptional regulation of gene expression (GO:0010608)	3/11	4.2621603664969246e-05	0.00013111836852658482	0.005476435984983665	0.018090194278265723	-1.7677453522596935	17.789085412919622	PPH22;PPH21;TPD3
GO_Biological_Process_2018	regulation of cellular protein metabolic process (GO:0032268)	3/11	4.2621603664969246e-05	0.00013111836852658482	0.005476435984983665	0.018090194278265723	-1.70361252039231	17.143707150488932	PPH22;PPH21;TPD3
GO_Biological_Process_2018	peptidyl-threonine phosphorylation (GO:0018107)	3/10	3.114559196601162e-05	9.88320752937219e-05	0.004387875107744561	0.014873222199835466	-1.6485767629714667	17.1070137240525	DUN1;CDC28;CDC7
GO_Biological_Process_2018	asparagine metabolic process (GO:0006528)	3/14	9.269199728267326e-05	0.0002630624993304036	0.009649291776889161	0.028804922859898746	-1.8257805513535668	16.954615241603292	MBP1;SWI6;SWI4
GO_Biological_Process_2018	regulation of cellular amide metabolic process (GO:0034248)	3/11	4.2621603664969246e-05	0.00013111836852658482	0.005476435984983665	0.018090194278265723	-1.6797275523602255	16.90334915103812	PPH22;PPH21;TPD3
GO_Biological_Process_2018	peptidyl-threonine modification (GO:0018210)	3/10	3.114559196601162e-05	9.88320752937219e-05	0.004387875107744561	0.014873222199835466	-1.628089448356105	16.89442018266213	DUN1;CDC28;CDC7
GO_Biological_Process_2018	regulation of transcription, DNA-templated (GO:0006355)	9/177	2.388566284147964e-06	9.255694351073366e-06	0.059946511131017205	0.12918954003101565	-1.2932691681615305	16.741133040959955	CLN3;MET30;PCL9;HSL7;SWI5;CDC28;CKS1;RFX1;PHO85
GO_Biological_Process_2018	aspartate family amino acid catabolic process (GO:0009068)	3/14	9.269199728267326e-05	0.0002630624993304036	0.009649291776889161	0.028804922859898746	-1.7582626929823266	16.327628986451884	MBP1;SWI6;SWI4
GO_Biological_Process_2018	positive regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0071931)	3/12	5.655872457026689e-05	0.00016883826668012998	0.006713162721314895	0.021471464894364304	-1.662717851598123	16.261764820545913	MBP1;SWI6;SWI4
GO_Biological_Process_2018	negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	9/147	5.0647411317006e-07	2.171373059654619e-06	0.023016506147414677	0.059459307547487884	-1.1194864755576917	16.227843794837028	CYC8;TUP1;PHO80;CDC28;YHP1;CAK1;RFX1;PHO85;MCM1
GO_Biological_Process_2018	attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	3/12	5.655872457026689e-05	0.00016883826668012998	0.006713162721314895	0.021471464894364304	-1.6253069880740962	15.8958779301294	MAD1;CDC28;DAM1
GO_Biological_Process_2018	glutamine family amino acid catabolic process (GO:0009065)	3/12	5.655872457026689e-05	0.00016883826668012998	0.006713162721314895	0.021471464894364304	-1.577470477821524	15.428025805479825	MBP1;SWI6;SWI4
GO_Biological_Process_2018	positive regulation of protein serine/threonine kinase activity (GO:0071902)	3/13	7.317700503296998e-05	0.0002168406840315212	0.008102774435497217	0.025313318585313015	-1.5877014408044403	15.119092299934644	DBF4;CLB2;CKS1
GO_Biological_Process_2018	regulation of mating type switching (GO:0031494)	2/6	0.0006182484732652386	0.0015572133420368194	0.017870910032879696	0.049328607830482984	-2.0224178874960197	14.942877496646524	SWI5;MCM1
GO_Biological_Process_2018	chromatin silencing at telomere (GO:0006348)	6/64	3.697393072377569e-06	1.4057069888378872e-05	0.010521541894466907	0.031177804290221794	-1.1932848320057994	14.925466541358798	MCM7;MRC1;ORC2;MCM3;MCM5;MEC3
GO_Biological_Process_2018	negative regulation of autophagy (GO:0010507)	3/15	0.00011531481339766697	0.0003249781104843341	0.011356079093465843	0.03340510857420974	-1.5972032666396732	14.483191115440441	SIC1;PHO80;PHO85
GO_Biological_Process_2018	replication-born double-strand break repair via sister chromatid exchange (GO:1990414)	3/16	0.00014125218271686846	0.0003925836526544689	0.013225884659785064	0.0380716536992384	-1.6054931191383792	14.232638278265767	MCD1;SCC2;SMC3
GO_Biological_Process_2018	nucleolus organization (GO:0007000)	2/7	0.0008618618620343483	0.00203021000721892	0.022578619443034263	0.05870441055188912	-1.999845194070134	14.111738731034453	NET1;FOB1
GO_Biological_Process_2018	regulation of macroautophagy (GO:0016241)	4/27	2.6634758543186857e-05	8.798203026970743e-05	0.00876983749536216	0.0271864962356227	-1.2870352237726754	13.55671973499742	SIC1;PHO80;PCL1;PHO85
GO_Biological_Process_2018	spindle assembly (GO:0051225)	3/14	9.269199728267326e-05	0.0002630624993304036	0.009649291776889161	0.028804922859898746	-1.439986886057346	13.372047143320035	MPS1;CDC28;CDC5
GO_Biological_Process_2018	chromatin assembly or disassembly (GO:0006333)	4/25	1.939257620062257e-05	6.512673507375748e-05	0.006897486362925842	0.02188729924613476	-1.2261783747801207	13.304795885357347	CDC26;DOC1;APC9;APC5
GO_Biological_Process_2018	regulation of cell size (GO:0008361)	4/30	4.096796015234551e-05	0.00012898506204215033	0.01215478591747542	0.035495498005381106	-1.310313063837211	13.23772633232928	CDH1;WHI5;SWE1;PHO5
GO_Biological_Process_2018	cellular response to organic substance (GO:0071310)	3/14	9.269199728267326e-05	0.0002630624993304036	0.009649291776889161	0.028804922859898746	-1.4232312938755525	13.216450887035608	KSS1;GRR1;FUS3
GO_Biological_Process_2018	positive regulation of reproductive process (GO:2000243)	2/7	0.0008618618620343483	0.00203021000721892	0.022578619443034263	0.05870441055188912	-1.8335939217908093	12.938600667616114	SWI5;CDC28
GO_Biological_Process_2018	regulation of nuclear cell cycle DNA replication (GO:0033262)	2/6	0.0006182484732652386	0.0015572133420368194	0.017870910032879696	0.049328607830482984	-1.7474753852042992	12.911431792092685	MRC1;CDC28
GO_Biological_Process_2018	protein localization to chromatin (GO:0071168)	2/7	0.0008618618620343483	0.00203021000721892	0.022578619443034263	0.05870441055188912	-1.8258050075980825	12.883638852365554	SCC4;SCC2
GO_Biological_Process_2018	negative regulation of protein dephosphorylation (GO:0035308)	2/6	0.0006182484732652386	0.0015572133420368194	0.017870910032879696	0.049328607830482984	-1.7327050909128352	12.802299698497512	CLB2;ESP1
GO_Biological_Process_2018	positive regulation of mitotic cell cycle (GO:0045931)	2/7	0.0008618618620343483	0.00203021000721892	0.022578619443034263	0.05870441055188912	-1.8019904806388691	12.715593653943154	MIH1;CDC28
GO_Biological_Process_2018	establishment of protein localization to chromosome (GO:0070199)	2/7	0.0008618618620343483	0.00203021000721892	0.022578619443034263	0.05870441055188912	-1.79398224892147	12.65908424310045	SCC4;SCC2
GO_Biological_Process_2018	negative regulation of intracellular signal transduction (GO:1902532)	3/14	9.269199728267326e-05	0.0002630624993304036	0.009649291776889161	0.028804922859898746	-1.3607045103938316	12.635812893361244	PHO80;PHO85;FUS3
GO_Biological_Process_2018	negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	2/6	0.0006182484732652386	0.0015572133420368194	0.017870910032879696	0.049328607830482984	-1.6617490248069156	12.278032280759493	KSS1;PHO85
GO_Biological_Process_2018	microtubule cytoskeleton organization involved in mitosis (GO:1902850)	3/23	0.00043209210229363393	0.0011381249491786568	0.030997435423323658	0.07711090417036688	-1.55016418156742	12.008923172223366	TEM1;CLB1;SLK19
GO_Biological_Process_2018	negative regulation of cytoskeleton organization (GO:0051494)	2/7	0.0008618618620343483	0.00203021000721892	0.022578619443034263	0.05870441055188912	-1.6700979274032537	11.784904989966106	CDH1;SWE1
GO_Biological_Process_2018	meiosis I (GO:0007127)	3/17	0.00017070650861016805	0.00047119673267053265	0.015260879041413041	0.043617973430421675	-1.3415842081451994	11.639000732353454	CDC55;SPO12;PDS1
GO_Biological_Process_2018	positive regulation of protein catabolic process (GO:0045732)	2/8	0.0011442578653826174	0.0026350623985668285	0.02773513015819017	0.07029721669025561	-1.7101992949410698	11.583178122340838	CDC20;CDH1
GO_Biological_Process_2018	regulation of gene expression (GO:0010468)	5/69	8.650106938244225e-05	0.0002544520508111257	0.04695704807725507	0.10875684123640116	-1.2161050968319325	11.377093416104893	KSS1;HSL7;CDC28;DBF20;FUS3
GO_Biological_Process_2018	DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	3/22	0.00037752081596127907	0.001007555555181427	0.027953680081196385	0.07040833170451338	-1.4292803044599411	11.265422776948693	CHK1;DUN1;MRC1
GO_Biological_Process_2018	protein neddylation (GO:0045116)	2/8	0.0011442578653826174	0.0026350623985668285	0.02773513015819017	0.07029721669025561	-1.64042107461083	11.11057030549984	HRT1;SKP1
GO_Biological_Process_2018	monocarboxylic acid catabolic process (GO:0072329)	3/24	0.0004914806866623286	0.0012861475112007673	0.034208262214631927	0.08355108892422222	-1.4363876245807652	10.942527202399594	MBP1;SWI6;SWI4
GO_Biological_Process_2018	septin ring assembly (GO:0000921)	3/20	0.00028213154555243117	0.0007630806232055684	0.022370791228386273	0.05870441055188912	-1.3341542633475856	10.90422573650883	GIN4;KCC4;SKP1
GO_Biological_Process_2018	spindle disassembly (GO:0051230)	2/7	0.0008618618620343483	0.00203021000721892	0.022578619443034263	0.05870441055188912	-1.5439583605760825	10.894811788757815	CDC14;CDC15
GO_Biological_Process_2018	negative regulation of cell cycle process (GO:0010948)	2/13	0.003120412552323027	0.006319227430081313	0.05934333867091006	0.12857723378697178	-1.883117304368676	10.865191500028613	CDH1;SWE1
GO_Biological_Process_2018	protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)	2/6	0.0006182484732652386	0.0015572133420368194	0.017870910032879696	0.049328607830482984	-1.4526090788682524	10.732776668089848	HRT1;APC11
GO_Biological_Process_2018	cellular macromolecule catabolic process (GO:0044265)	3/23	0.00043209210229363393	0.0011381249491786568	0.030997435423323658	0.07711090417036688	-1.3840878425408678	10.72235106598531	HSL1;HSL7;CDC28
GO_Biological_Process_2018	positive regulation of DNA-dependent DNA replication (GO:2000105)	2/10	0.0018233758563316993	0.003929521230490239	0.03928775660750484	0.09259044393464591	-1.6894991442184737	10.655781984274494	MEC1;CDC28
GO_Biological_Process_2018	maintenance of rDNA (GO:0043007)	2/10	0.0018233758563316993	0.003929521230490239	0.03928775660750484	0.09259044393464591	-1.6838137604973935	10.619923896014381	YCS4;FOB1
GO_Biological_Process_2018	DNA duplex unwinding (GO:0032508)	3/20	0.00028213154555243117	0.0007630806232055684	0.022370791228386273	0.05870441055188912	-1.2777080184230891	10.442882836707577	MCM7;MCM4;MCM6
GO_Biological_Process_2018	positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	2/9	0.0014649298035175253	0.0032616945349036603	0.0333134668913821	0.08186175095870112	-1.5599490276644787	10.180146164415447	CLB2;CKS1
GO_Biological_Process_2018	mitotic spindle assembly (GO:0090307)	2/10	0.0018233758563316993	0.003929521230490239	0.03928775660750484	0.09259044393464591	-1.600750017489076	10.096035417394363	CDC14;CDC28
GO_Biological_Process_2018	positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	2/9	0.0014649298035175253	0.0032616945349036603	0.0333134668913821	0.08186175095870112	-1.5414417286783195	10.059368494474713	CLB2;CKS1
GO_Biological_Process_2018	positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	2/8	0.0011442578653826174	0.0026350623985668285	0.02773513015819017	0.07029721669025561	-1.4775716538241277	10.007591340608265	KSS1;FUS3
GO_Biological_Process_2018	regulation of macromolecule metabolic process (GO:0060255)	3/25	0.0005558563381315318	0.0014452264791419824	0.03758489026617911	0.09124524564620594	-1.3315566554099307	9.980018040094539	KSS1;CDC28;FUS3
GO_Biological_Process_2018	regulation of response to DNA damage stimulus (GO:2001020)	2/10	0.0018233758563316993	0.003929521230490239	0.03928775660750484	0.09259044393464591	-1.5529020909827265	9.794255404663373	CYC8;TUP1
GO_Biological_Process_2018	protein dephosphorylation (GO:0006470)	4/47	0.0002448125382724435	0.0006711527409781956	0.04636998845193507	0.10801794997762908	-1.162863762965773	9.669232876644594	CDC55;PPH22;CDC14;PPH21
GO_Biological_Process_2018	dephosphorylation (GO:0016311)	4/49	0.00028790532962515375	0.0007735056522595802	0.0521907862565603	0.11586467415770926	-1.1298866077318692	9.211828625320457	CDC55;PPH22;CDC14;PPH21
GO_Biological_Process_2018	negative regulation of Ras protein signal transduction (GO:0046580)	2/15	0.004164989234164199	0.00830935970974342	0.07426530294161202	0.1566959009710452	-1.6757355902737952	9.184776461119553	NET1;BUB2
GO_Biological_Process_2018	regulation of cytokinesis (GO:0032465)	2/11	0.00221909902363021	0.004706825823805127	0.04563318960724574	0.10691962448674433	-1.4906407698825388	9.108789998976329	CDC14;DBF2
GO_Biological_Process_2018	nucleosome positioning (GO:0016584)	2/12	0.002651607083452369	0.005479987972468231	0.05232598187767512	0.11586467415770926	-1.5195685982163794	9.014976522204805	CYC8;TUP1
GO_Biological_Process_2018	regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	2/12	0.002651607083452369	0.005479987972468231	0.05232598187767512	0.11586467415770926	-1.5149061984739378	8.987316419025136	MPS1;DAM1
GO_Biological_Process_2018	positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987)	2/12	0.002651607083452369	0.005479987972468231	0.05232598187767512	0.11586467415770926	-1.4962287694846683	8.876510902228432	CDC7;DAM1
GO_Biological_Process_2018	protein catabolic process (GO:0030163)	3/34	0.001385805577150102	0.0031199980312373796	0.07509262466106079	0.15761629030420582	-1.3414957792517228	8.829019141888706	HSL1;HSL7;CDC28
GO_Biological_Process_2018	maintenance of DNA repeat elements (GO:0043570)	3/28	0.0007805460703724648	0.0019180491851225822	0.0486924470202636	0.11149463721117181	-1.2335889340481618	8.826966333250914	YCS4;MRC1;FOB1
GO_Biological_Process_2018	cytoskeleton-dependent cytokinesis (GO:0061640)	2/14	0.003625032644712494	0.007268100277707136	0.06666341927465166	0.14214475115177047	-1.5513357923680469	8.718339586004268	CDC15;DBF20
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	2/12	0.002651607083452369	0.005479987972468231	0.05232598187767512	0.11586467415770926	-1.4291945288626569	8.478824278471807	RAD53;DUN1
GO_Biological_Process_2018	cellular response to osmotic stress (GO:0071470)	3/28	0.0007805460703724648	0.0019180491851225822	0.0486924470202636	0.11149463721117181	-1.1650610357779916	8.336613806389142	CDC14;KSS1;FUS3
GO_Biological_Process_2018	centromere complex assembly (GO:0034508)	2/13	0.003120412552323027	0.006319227430081313	0.05934333867091006	0.12857723378697178	-1.4443008904563006	8.333312917928168	BUB1;SKP1
GO_Biological_Process_2018	regulation of protein localization (GO:0032880)	3/29	0.0008664916159842535	0.00203021000721892	0.052713825926895934	0.11608563851660689	-1.17660473308041	8.296308362606451	DBF2;PHO80;PHO85
GO_Biological_Process_2018	phosphate-containing compound metabolic process (GO:0006796)	3/43	0.0027389624852300234	0.00563164225279438	0.12386176446564254	0.24520238256711893	-1.3977796158163622	8.247145861781346	PHO81;PHO5;PHO11
GO_Biological_Process_2018	protein localization to kinetochore (GO:0034501)	2/12	0.002651607083452369	0.005479987972468231	0.05232598187767512	0.11586467415770926	-1.3768868640816692	8.168504382097629	MPS1;BUB1
GO_Biological_Process_2018	DNA recombination (GO:0006310)	4/60	0.0006270946221233587	0.0015696840541348652	0.09088367811494547	0.18591940243818764	-1.0847523066898468	7.999411638325256	DDC1;MEC1;PDS1;FOB1
GO_Biological_Process_2018	septin cytoskeleton organization (GO:0032185)	2/13	0.003120412552323027	0.006319227430081313	0.05934333867091006	0.12857723378697178	-1.3760609937934658	7.939583040631738	PCL2;PCL1
GO_Biological_Process_2018	establishment of mitotic sister chromatid cohesion (GO:0034087)	2/16	0.00473980881286801	0.009363445841106894	0.0821289559228694	0.16973317557392997	-1.4392352644145632	7.702439529500799	MCD1;SCC2
GO_Biological_Process_2018	recombinational repair (GO:0000725)	3/38	0.001917035243691937	0.004087646577819314	0.09552964007352402	0.19345952235995062	-1.2154448083085676	7.605008302438128	DDC1;PDS1;MEC3
GO_Biological_Process_2018	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	3/35	0.0015085689427522461	0.0033221490925090433	0.08000104537540072	0.16618773858910543	-1.1571507833517298	7.517538601961651	CDC28;FOB1;PHO85
GO_Biological_Process_2018	cellular protein catabolic process (GO:0044257)	3/33	0.00126952394014782	0.0028904980106190465	0.07032403477872524	0.1491609790306646	-1.1133381579167678	7.424978315316876	HSL1;HSL7;CDC28
GO_Biological_Process_2018	positive regulation of cellular catabolic process (GO:0031331)	2/14	0.003625032644712494	0.007268100277707136	0.06666341927465166	0.14214475115177047	-1.3046131114997628	7.3317847692062665	CDH1;CDC28
GO_Biological_Process_2018	organelle assembly (GO:0070925)	4/80	0.001840548825904642	0.003945431791699846	0.1862683848785297	0.3182154169890635	-1.1545136353432586	7.270770681252446	MPS1;GIN4;KCC4;SKP1
GO_Biological_Process_2018	regulation of double-strand break repair via nonhomologous end joining (GO:2001032)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-2.227352244622705	7.261862522891836	CDC28
GO_Biological_Process_2018	regulation of cellular macromolecule biosynthetic process (GO:2000112)	4/61	0.0006677517757100336	0.0016611355901922423	0.09493790911226412	0.1932322089507193	-0.9882331205240348	7.225559400808858	PPH22;HSL7;PPH21;TPD3
GO_Biological_Process_2018	positive regulation of macroautophagy (GO:0016239)	2/19	0.006668778877398065	0.013109843354104483	0.10710283629587453	0.21581221513618715	-1.4063085400836524	7.046053712902942	PCL1;PHO85
GO_Biological_Process_2018	ubiquitin-dependent protein catabolic process (GO:0006511)	5/124	0.0013041831897259853	0.002952729356514449	0.2620198894133081	0.36286603241774273	-1.049330175124484	6.969838163265695	CDC53;HRT1;APC11;CDC4;SKP1
GO_Biological_Process_2018	modification-dependent protein catabolic process (GO:0019941)	4/72	0.001245993838919332	0.002853042710707334	0.1447920140350447	0.2778627697910619	-0.9945317294493766	6.6512509843017416	CDC53;HRT1;CDC4;SKP1
GO_Biological_Process_2018	mitotic spindle organization (GO:0007052)	3/35	0.0015085689427522461	0.0033221490925090433	0.08000104537540072	0.16618773858910543	-1.0137702950662155	6.586053811075213	CLB1;CDC28;SLK19
GO_Biological_Process_2018	apoptotic process (GO:0006915)	2/22	0.008894904861777622	0.016908710657058405	0.13379008629112168	0.2617349746374855	-1.2915811969711584	6.099203732709233	MCD1;ESP1
GO_Biological_Process_2018	protein localization to chromosome (GO:0034502)	2/21	0.00812059722132294	0.0155838127628245	0.12473074051181	0.24520238256711893	-1.2630085437868348	6.079304167376464	FOB1;SCC2
GO_Biological_Process_2018	positive regulation of DNA-dependent DNA replication initiation (GO:0032298)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.8510133852966948	6.0348805468504345	DBF4
GO_Biological_Process_2018	chromatin silencing at rDNA (GO:0000183)	2/23	0.009700887029767638	0.018099340152760924	0.14299325204744703	0.27572383050297206	-1.2771821372785177	5.92042626805909	NET1;FOB1
GO_Biological_Process_2018	regulation of DNA recombination (GO:0000018)	2/21	0.00812059722132294	0.0155838127628245	0.12473074051181	0.24520238256711893	-1.228187942510642	5.911700371273688	CDC28;FOB1
GO_Biological_Process_2018	establishment of spindle localization (GO:0051293)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.866452920217436	5.803501023818178	TEM1
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter in response to heat stress (GO:0061408)	2/20	0.007378406358912723	0.014295662320393405	0.1158298753560776	0.23108633548762006	-1.1679525971606206	5.733710091817605	SWI6;SWI4
GO_Biological_Process_2018	regulation of DNA biosynthetic process (GO:2000278)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.842264328934868	5.728289636082372	CDC28
GO_Biological_Process_2018	protein localization to chromosome, centromeric region (GO:0071459)	2/20	0.007378406358912723	0.014295662320393405	0.1158298753560776	0.23108633548762006	-1.160260311665773	5.695947142295362	MPS1;BUB1
