source	target	score	edge type
Cbx2	Hells	0.500487762088145	PPI
Nfkb1	Akap8	0.500487762088145	PPI
Phb2	Phb	0.500487762088145	PPI
Ntrk2	Cdk5	0.500487762088145	PPI
Parp1	Hdac2	0.500487762088145	PPI
Bcl6	Bcor	0.500487762088145	PPI
Ntrk1	Ulk2	0.500487762088145	PPI
Ncor1	Mecp2	0.500487762088145	PPI
Frem1	Fras1	0.500487762088145	PPI
Myc	Chd4	0.500487762088145	PPI
Hap1	Hgs	0.500487762088145	PPI
Daxx	Atrx	0.500487762088145	PPI
Cbx1	Senp7	0.500487762088145	PPI
Men1	Nr1h3	0.500487762088145	PPI
Stat1	Usf1	0.500487762088145	PPI
Dcc	Dscam	0.500487762088145	PPI
Epn3	Ehd1	0.500487762088145	PPI
Yap1	Ddx17	0.500487762088145	PPI
Chd4	Mbd3	0.500487762088145	PPI
Wdr76	Clock	0.500487762088145	PPI
Axin1	Dvl3	0.500487762088145	PPI
Nfkb1	Ncor1	0.500487762088145	PPI
Becn1	Hmgb1	0.500487762088145	PPI
Bach1	Ncor1	0.500487762088145	PPI
Ryr2	Plce1	0.500487762088145	PPI
Hdac3	Ncor1	0.500487762088145	PPI
Grap2	Lcp2	0.500487762088145	PPI
Fos	Mecom	0.500487762088145	PPI
Ntrk2	Hgs	0.500487762088145	PPI
Cdk8	Smc3	0.500487762088145	PPI
Pcgf2	Hells	0.500487762088145	PPI
Scrib	Mark4	0.500487762088145	PPI
Cebpa	Kdm1a	0.500487762088145	PPI
Calr3	Pdilt	0.500487762088145	PPI
Adrb2	Cav3	0.500487762088145	PPI
Cbl	Ddx58	0.500487762088145	PPI
Nipbl	Med23	0.500487762088145	PPI
Nipbl	Cdk8	0.500487762088145	PPI
Nipbl	Smc3	0.500487762088145	PPI
Frem2	Fras1	0.500487762088145	PPI
Cdk8	Med15	0.500487762088145	PPI
Efnb2	Pard3	0.500487762088145	PPI
Tal1	Rcor1	0.500487762088145	PPI
Wnt5a	Wls	0.500487762088145	PPI
Wnt3	Wls	0.500487762088145	PPI
Brdt	Ccnt1	0.500487762088145	PPI
Med6	Med29	0.500487762088145	PPI
Ehd2	Epn3	0.500487762088145	PPI
Nipbl	Smc1a	0.500487762088145	PPI
Car10	Lpar1	0.500487762088145	PPI
Mef2c	Hipk2	0.500487762088145	PPI
Mark4	Stk11	0.500487762088145	PPI
Il16	Kcnd1	0.4938015795843511	PPI
Dffb	Vps28	0.493319369171736	PPI
Abi1	Diap3	0.493319369171736	PPI
Fmr1	Rcan1	0.493319369171736	PPI
Hax1	Parl	0.493319369171736	PPI
Nphp4	Iqcb1	0.493319369171736	PPI
Spag8	Fhl5	0.493319369171736	PPI
Ap2a1	Fxr1	0.488906944111045	PPI
Agap2	Ap2b1	0.488906944111045	PPI
Dok2	Nck1	0.488906944111045	PPI
Agap2	Nrcam	0.488906944111045	PPI
Agap2	Pclo	0.488906944111045	PPI
Tnik	Soga3	0.488906944111045	PPI
Agap2	Map6	0.488906944111045	PPI
Agap2	Grm3	0.488906944111045	PPI
Lcp2	Cd6	0.488906944111045	PPI
Ripk1	Rnf11	0.488906944111045	PPI
Herc2	Map6	0.488906944111045	PPI
Pum2	Nanog	0.488906944111045	PPI
Tmed9	Tsc1	0.488906944111045	PPI
Ap2a2	Fxr1	0.488906944111045	PPI
Fxr1	Fyco1	0.488906944111045	PPI
Soga3	Tsc1	0.488906944111045	PPI
Ncam2	Agap2	0.488906944111045	PPI
Lrfn1	Dlg4	0.488906944111045	PPI
Bag2	Nphp1	0.488906944111045	PPI
Nptn	Agap2	0.488906944111045	PPI
Tsc1	Lgi1	0.488906944111045	PPI
Ank3	Agap2	0.488906944111045	PPI
Ap2a2	Tnik	0.488906944111045	PPI
Nptn	Huwe1	0.488906944111045	PPI
Fxr1	Clip1	0.488906944111045	PPI
Soga3	Huwe1	0.488906944111045	PPI
Nyap2	Acot9	0.488906944111045	PPI
Ncan	Tsc1	0.488906944111045	PPI
Eif3e	Dcc	0.488906944111045	PPI
Fxr1	Bub3	0.488906944111045	PPI
Fxr1	Git2	0.488906944111045	PPI
Sap18	Pias1	0.486476618143154	PPI
Pias1	Sufu	0.486476618143154	PPI
Myc	Brd8	0.484491485993304	PPI
Myc	Trrap	0.484491485993304	PPI
Max	Trrap	0.484491485993304	PPI
Max	Brd8	0.484491485993304	PPI
Max	Kat5	0.484491485993304	PPI
Ing3	Dmap1	0.484491485993304	PPI
Myc	Ep400	0.484491485993304	PPI
Myc	Dmap1	0.484491485993304	PPI
Phc1	Cbx7	0.484491485993304	PPI
Max	Ep400	0.484491485993304	PPI
Max	Dmap1	0.484491485993304	PPI
Eif3a	Eif3k	0.484491485993304	PPI
Eif3a	Eif3h	0.484491485993304	PPI
Eif3a	Eif3i	0.484491485993304	PPI
Trrap	Dmap1	0.484491485993304	PPI
Eif3a	Eif3e	0.484491485993304	PPI
Nck2	Efnb2	0.484491485993304	PPI
Eif3a	Eif3f	0.484491485993304	PPI
Eif3a	Eif3g	0.484491485993304	PPI
Eif3a	Eif3c	0.484491485993304	PPI
Nanog	Sall1	0.484491485993304	PPI
Eif3d	Eif3a	0.484491485993304	PPI
Gfi1b	Rcor1	0.484491485993304	PPI
Csk	Cav1	0.484491485993304	PPI
Csk	Cblb	0.484491485993304	PPI
Irs1	Phb	0.484491485993304	PPI
Trrap	Kat5	0.484491485993304	PPI
Brd8	Dmap1	0.484491485993304	PPI
Ggn	Oaz3	0.484164744689243	PPI
Tra2a	Nol3	0.484164744689243	PPI
Arf6	Tjap1	0.484164744689243	PPI
Lrfn2	Dlg1	0.4828819731570021	PPI
Eif3f	Mtor	0.4828819731570021	PPI
Ubc	Ngly1	0.48066828478692	PPI
Nr0b2	Hnf4g	0.48066828478692	PPI
Maml1	Phf2	0.48066828478692	PPI
Maml1	Tle6	0.48066828478692	PPI
Kit	Matk	0.48066828478692	PPI
Snai1	Nfe2	0.48066828478692	PPI
Ncoa2	Nrip1	0.48066828478692	PPI
Ncoa2	Mef2c	0.48066828478692	PPI
Tead4	Wwtr1	0.48066828478692	PPI
Isl2	Pygo1	0.48066828478692	PPI
Isl2	Ssbp3	0.48066828478692	PPI
Ssbp3	Tle6	0.48066828478692	PPI
Ssbp3	Lhx9	0.48066828478692	PPI
Pygo1	Lhx9	0.48066828478692	PPI
Hunk	Nedd4	0.48066828478692	PPI
Pin1	Ncor2	0.48066828478692	PPI
Lmx1b	Ssbp2	0.48066828478692	PPI
Kit	Fes	0.48066828478692	PPI
Ubb	Nbr1	0.48066828478692	PPI
Hnf1a	Hnf1b	0.48066828478692	PPI
Gmeb2	Sp2	0.48066828478692	PPI
Grm5	Actn1	0.48066828478692	PPI
Isl2	Ssbp2	0.48066828478692	PPI
Ssbp3	Hes6	0.48066828478692	PPI
Erbb4	Magi2	0.48066828478692	PPI
Csf1r	Stap1	0.48066828478692	PPI
Tox3	Phf2	0.48066828478692	PPI
Smad3	Magi2	0.48066828478692	PPI
Nxf1	Map1a	0.48066828478692	PPI
Nfe2	Chd4	0.48066828478692	PPI
Nfe2	Plrg1	0.48066828478692	PPI
Dbp	Hlf	0.48066828478692	PPI
Nfe2	E4f1	0.48066828478692	PPI
Nfe2	Ercc8	0.48066828478692	PPI
Nfe2	Kdm4b	0.48066828478692	PPI
Rnf41	Rtn4	0.48066828478692	PPI
Mtf1	Nr4a3	0.48066828478692	PPI
Nfe2	Kdm5d	0.48066828478692	PPI
Pias2	Gtf2i	0.48066828478692	PPI
Pias1	Gli2	0.48066828478692	PPI
Ctbp1	Hdac9	0.48066828478692	PPI
Jun	Smad3	0.48066828478692	PPI
Tead4	Tbx21	0.48066828478692	PPI
Hes6	Tef	0.48066828478692	PPI
Ctbp1	Hdac2	0.48066828478692	PPI
Kit	Plk1	0.48066828478692	PPI
Kit	Sh2b1	0.48066828478692	PPI
Msl1	Kat8	0.48066828478692	PPI
Pcna	Polh	0.48066828478692	PPI
Ssbp3	Rai14	0.48066828478692	PPI
Egr1	Nab2	0.48066828478692	PPI
Foxp1	Tle6	0.48066828478692	PPI
Ppard	Bcl6	0.48066828478692	PPI
Meis1	Pbx4	0.48066828478692	PPI
Birc2	Glmn	0.48066828478692	PPI
Tsn	Tsnax	0.48066828478692	PPI
Kdm4c	Ssbp3	0.48066828478692	PPI
Ube2w	Fancl	0.48066828478692	PPI
Tirap	Tlr4	0.48066828478692	PPI
Ptpra	Ptprm	0.48066828478692	PPI
Lmx1b	Ssbp3	0.48066828478692	PPI
Kit	Grb2	0.48066828478692	PPI
Nfe2	Ash1l	0.48066828478692	PPI
Mtf1	Rnf14	0.48066828478692	PPI
Cebpg	Jdp2	0.48066828478692	PPI
Foxp1	Smad4	0.48066828478692	PPI
Sall4	Foxe3	0.48066828478692	PPI
Rnps1	Foxe3	0.48066828478692	PPI
Lmx1b	Ldb1	0.48066828478692	PPI
Dlx5	Nfe2	0.48066828478692	PPI
Dlx4	Sp7	0.48066828478692	PPI
Jdp2	Pbx4	0.48066828478692	PPI
Alx4	Dlx5	0.48066828478692	PPI
Msx1	Tbp	0.48066828478692	PPI
Tead2	Wwtr1	0.48066828478692	PPI
Smad1	Zeb2	0.48066828478692	PPI
Ldb1	Ssbp2	0.48066828478692	PPI
Spi1	Gata1	0.48066828478692	PPI
Enkur	Trpc2	0.48066828478692	PPI
Ep300	Tle6	0.48066828478692	PPI
Pbx3	Meis2	0.48066828478692	PPI
Pbx2	Meis1	0.48066828478692	PPI
Mycn	Hes6	0.48066828478692	PPI
Socs1	Kit	0.48066828478692	PPI
Nfkb1	Pias2	0.48066828478692	PPI
Rxra	Nr1h3	0.48066828478692	PPI
Tead1	Wwtr1	0.48066828478692	PPI
Sox2	Pax6	0.48066828478692	PPI
Lmo4	Ssbp2	0.48066828478692	PPI
Jdp2	Dbp	0.48066828478692	PPI
Bcl6	Bach2	0.48066828478692	PPI
Smad2	Zeb2	0.48066828478692	PPI
Ptprf	Ptpra	0.48066828478692	PPI
Btg1	Cnot7	0.48066828478692	PPI
Lmo4	Ldb1	0.48066828478692	PPI
Dlx1	Sp7	0.48066828478692	PPI
Batf	Junb	0.48066828478692	PPI
Nr1i3	Ncor2	0.48066828478692	PPI
Jund	Batf3	0.48066828478692	PPI
Hfm1	Mlh1	0.48066828478692	PPI
Six1	Dach1	0.48066828478692	PPI
Alx4	Ldb1	0.48066828478692	PPI
Pbx2	Meis2	0.48066828478692	PPI
Per1	Tlx3	0.48066828478692	PPI
Per1	Foxp1	0.48066828478692	PPI
Dlx5	Jdp2	0.48066828478692	PPI
Dlx5	Sp7	0.48066828478692	PPI
Irak1	Irak4	0.48066828478692	PPI
Tbp	Taf13	0.48066828478692	PPI
Ssbp2	Pygo1	0.48066828478692	PPI
Wwtr1	Tle6	0.48066828478692	PPI
Dlx5	Hnf4g	0.48066828478692	PPI
Alx4	Tbx21	0.48066828478692	PPI
Alx4	Dlx1	0.48066828478692	PPI
Dnmt1	Tox3	0.48066828478692	PPI
Vdr	Smad3	0.48066828478692	PPI
Vdr	Ncoa1	0.48066828478692	PPI
Kdm5d	Zbtb9	0.48066828478692	PPI
Alx4	Lmx1b	0.48066828478692	PPI
Alx4	Sox2	0.48066828478692	PPI
Alx4	Prrx1	0.48066828478692	PPI
Alx4	Ercc8	0.48066828478692	PPI
Alx4	Tle6	0.48066828478692	PPI
Nfkb1	Nfkb2	0.48066828478692	PPI
Sox2	Erg	0.48066828478692	PPI
Hdac2	Hdac9	0.48066828478692	PPI
Pbx1	Meis2	0.48066828478692	PPI
Pbx3	Meis1	0.48066828478692	PPI
Ldb1	Isl2	0.48066828478692	PPI
Ldb1	Pygo1	0.48066828478692	PPI
Ldb1	Lhx9	0.48066828478692	PPI
Nr1i3	Nr0b2	0.48066828478692	PPI
Socs1	Csf1r	0.48066828478692	PPI
Nr1i3	Rxrg	0.48066828478692	PPI
Nr1i3	Ncoa1	0.48066828478692	PPI
Insr	Dok3	0.48066828478692	PPI
Meox2	Rnf14	0.48066828478692	PPI
Med16	Ssbp3	0.48066828478692	PPI
Pwp1	Ssbp3	0.48066828478692	PPI
Six1	Eya4	0.48066828478692	PPI
Dlx1	Tbx21	0.48066828478692	PPI
Kdm5c	Nfe2	0.48066828478692	PPI
Tle1	Hes6	0.48066828478692	PPI
Rpa1	Mycn	0.48066828478692	PPI
Axin1	Nck2	0.48066828478692	PPI
Axin1	Pias4	0.48066828478692	PPI
Bcl6b	Bach2	0.48066828478692	PPI
Hipk1	Ctbp2	0.48066828478692	PPI
Casp7	Xiap	0.48066828478692	PPI
Pbx2	Tlx3	0.48066828478692	PPI
Inadl	Amot	0.48066828478692	PPI
Ctbp2	Zeb2	0.48066828478692	PPI
Per2	Med16	0.48066828478692	PPI
Mlx	Mlxip	0.48066828478692	PPI
Ctbp2	Hipk2	0.48066828478692	PPI
Runx2	Rbl2	0.48066828478692	PPI
Insr	Dok1	0.48066828478692	PPI
Eya3	Six1	0.48066828478692	PPI
Lck	Stap1	0.48066828478692	PPI
Esr1	Ncoa2	0.48066828478692	PPI
Foxq1	Ssbp2	0.48066828478692	PPI
Pax1	Meox1	0.48066828478692	PPI
Pax1	Meox2	0.48066828478692	PPI
Nr5a2	Nr0b2	0.48066828478692	PPI
Pax6	Mitf	0.48066828478692	PPI
Dlg3	Neto1	0.48066828478692	PPI
Btg2	Cnot8	0.48066828478692	PPI
Nfe2	Rnf14	0.48066828478692	PPI
Myd88	Tlr9	0.48066828478692	PPI
Nfkb1	Gmeb2	0.48066828478692	PPI
Traf2	Cdk9	0.48066828478692	PPI
Hdac1	Rbbp7	0.48066828478692	PPI
Tlx3	Tbx15	0.48066828478692	PPI
Vhl	Epas1	0.48066828478692	PPI
Rfx2	Foxj1	0.48066828478692	PPI
Prrx1	Sox8	0.48066828478692	PPI
Rxrg	Nr1h3	0.48066828478692	PPI
Meis2	Pbx4	0.48066828478692	PPI
Ncoa1	Nrip1	0.48066828478692	PPI
Ercc8	Ssbp3	0.48066828478692	PPI
Kit	Fiz1	0.48066828478692	PPI
Pias3	Sumo1	0.48066828478692	PPI
Ercc8	Wwtr1	0.48066828478692	PPI
Foxq1	Ssbp3	0.48066828478692	PPI
Kit	Stap1	0.48066828478692	PPI
Tead3	Wwtr1	0.48066828478692	PPI
Ldb2	Ssbp2	0.48066828478692	PPI
Ldb2	Isl1	0.48066828478692	PPI
Rarb	Ing4	0.48066828478692	PPI
Nbr1	Ube2o	0.48066828478692	PPI
Cebpa	Jdp2	0.48066828478692	PPI
Junb	Batf3	0.48066828478692	PPI
Mafb	Taf5	0.48066828478692	PPI
Nfe2	Kat2b	0.48066828478692	PPI
Uaca	Asap1	0.48066828478692	PPI
Esr2	Rbm39	0.48066828478692	PPI
Aip	Ahr	0.48066828478692	PPI
Eme1	Mus81	0.48066828478692	PPI
Neto1	Dlg2	0.48066828478692	PPI
Ldb2	Lmx1b	0.48066828478692	PPI
Ldb2	Lmo4	0.48066828478692	PPI
Ldb2	Isl2	0.48066828478692	PPI
Ldb2	Pygo1	0.48066828478692	PPI
Ldb2	Lhx9	0.48066828478692	PPI
Atf5	Cebpg	0.48066828478692	PPI
Irf8	Sumo1	0.48066828478692	PPI
Pax6	Meis2	0.48066828478692	PPI
Meis3	Jdp2	0.48066828478692	PPI
Meis3	Pbx4	0.48066828478692	PPI
Traf2	Tifa	0.48066828478692	PPI
Pparg	Ncoa2	0.48066828478692	PPI
Nfe2	Tle6	0.48066828478692	PPI
Barx2	Fos	0.48066828478692	PPI
Tlx3	Eya3	0.48066828478692	PPI
Tlx3	Cnot8	0.48066828478692	PPI
Tlx3	Tbx18	0.48066828478692	PPI
Tlx3	Tbx21	0.48066828478692	PPI
Etv6	Kat6b	0.48066828478692	PPI
Rbpjl	Tlx3	0.48066828478692	PPI
Rxrg	Ppard	0.48066828478692	PPI
Rxrg	Nr1h2	0.48066828478692	PPI
Isl1	Ssbp2	0.48066828478692	PPI
Sox6	Tox3	0.48066828478692	PPI
Barx2	Jun	0.48066828478692	PPI
Sox8	Prrx2	0.48066828478692	PPI
Gata4	Med1	0.48066828478692	PPI
Tlx3	Smad4	0.48066828478692	PPI
Tlx3	Irf4	0.48066828478692	PPI
Tlx3	Hif1a	0.48066828478692	PPI
Tlx3	Tle6	0.48066828478692	PPI
Tlx3	Rbl1	0.48066828478692	PPI
Jun	Stat3	0.48066828478692	PPI
Tlx3	Med31	0.48066828478692	PPI
Il16	Kcnd2	0.48066828478692	PPI
Nck2	Abi1	0.48066828478692	PPI
Tlx3	Hnf4g	0.48066828478692	PPI
Rxra	Ppard	0.48066828478692	PPI
Lmo3	Ssbp2	0.48066828478692	PPI
Pax9	Tbx21	0.48066828478692	PPI
Btg1	Cnot8	0.48066828478692	PPI
Lef1	Pias4	0.48066828478692	PPI
Irak4	Tirap	0.48066828478692	PPI
Hhex	Sp7	0.48066828478692	PPI
Nr2f6	Sp7	0.48066828478692	PPI
Matr3	Nova1	0.48066828478692	PPI
Pias3	Mitf	0.48066828478692	PPI
Per2	Foxp1	0.48066828478692	PPI
Ubc	Snf8	0.479696779226211	PPI
Ubc	Rmi1	0.479696779226211	PPI
Dab1	Dock1	0.479696779226211	PPI
Ubc	Ola1	0.479696779226211	PPI
Diap1	Htra2	0.479696779226211	PPI
Dffb	Casp3	0.479696779226211	PPI
Tbp	Abt1	0.479696779226211	PPI
Sin3a	Ddx20	0.479696779226211	PPI
Ubc	Vps25	0.479696779226211	PPI
Ubc	Srp14	0.479696779226211	PPI
Ubc	Urgcp	0.479696779226211	PPI
Ubc	Peg3	0.479696779226211	PPI
Ercc1	Ubc	0.479696779226211	PPI
Ubc	Derl1	0.479696779226211	PPI
Ubc	Ascc1	0.479696779226211	PPI
Ubc	Psmg2	0.479696779226211	PPI
Ppia	Mbd2	0.479696779226211	PPI
Cd36	Stk11	0.479696779226211	PPI
Cbx3	Med29	0.479180550523495	PPI
Cbx3	Cry1	0.479180550523495	PPI
Taf1a	Runx2	0.479180550523495	PPI
Ripk1	Bcl10	0.479180550523495	PPI
Creb1	Traf3	0.4786857006429171	PPI
Mef2a	Smad2	0.4786857006429171	PPI
Fnta	Wdtc1	0.4786857006429171	PPI
Cdca5	Smc1a	0.4786857006429171	PPI
Ift88	Ift80	0.4786857006429171	PPI
Ift88	Ift22	0.4786857006429171	PPI
Foxp3	Lpxn	0.4786857006429171	PPI
Rad21	Eed	0.4786857006429171	PPI
Ube2k	Eed	0.4786857006429171	PPI
Dmd	Cryab	0.4786857006429171	PPI
Lin7c	Yap1	0.4786857006429171	PPI
Eed	Xpo4	0.4786857006429171	PPI
Dmd	Sgcg	0.4786857006429171	PPI
Eed	Xpo7	0.4786857006429171	PPI
Eed	Rai14	0.4786857006429171	PPI
Eed	Nvl	0.4786857006429171	PPI
Eed	Xrn2	0.4786857006429171	PPI
Pcna	Pidd1	0.4786857006429171	PPI
Eed	Rfc5	0.4786857006429171	PPI
Pcna	Polk	0.4786857006429171	PPI
Pcna	Baz1b	0.4786857006429171	PPI
Fas	Foxp3	0.4786857006429171	PPI
Eed	Rbm8a	0.4786857006429171	PPI
Eed	Pno1	0.4786857006429171	PPI
Myh10	Eed	0.4786857006429171	PPI
Myh10	Hdac6	0.4786857006429171	PPI
Rbbp7	Wdtc1	0.4786857006429171	PPI
Mdm2	Nbn	0.4786857006429171	PPI
Xpo1	Wdtc1	0.4786857006429171	PPI
Shh	Hhip	0.4786857006429171	PPI
Sf3b6	Eed	0.4786857006429171	PPI
Iqcb1	Ipo7	0.4786857006429171	PPI
Tfe3	Rragb	0.4786857006429171	PPI
Tfe3	Rragd	0.4786857006429171	PPI
Hdgf	Casp3	0.4786857006429171	PPI
Hdgf	Casp7	0.4786857006429171	PPI
Mtf2	Ehmt2	0.4786857006429171	PPI
Tfe3	Park7	0.4786857006429171	PPI
Tia1	Pcbp1	0.4786857006429171	PPI
Src	Cav3	0.4786857006429171	PPI
Tia1	Phb	0.4786857006429171	PPI
Pax5	Rbbp5	0.4786857006429171	PPI
Kit	Jak2	0.4786857006429171	PPI
Med23	Smc3	0.4786857006429171	PPI
Tfe3	Nop56	0.4786857006429171	PPI
Tfe3	Mta2	0.4786857006429171	PPI
Tfe3	Ehmt2	0.4786857006429171	PPI
Tfe3	Mbd3	0.4786857006429171	PPI
Msh6	Kdm1a	0.4786857006429171	PPI
Msh6	Foxp3	0.4786857006429171	PPI
Irf5	Peli1	0.4786857006429171	PPI
Wdtc1	Gsk3b	0.4786857006429171	PPI
Foxp1	Foxp3	0.4786857006429171	PPI
Fgfr2	Crkl	0.4786857006429171	PPI
Crls1	Pink1	0.4786857006429171	PPI
Top1	Elf5	0.4786857006429171	PPI
Tfdp1	E2f1	0.4786857006429171	PPI
Tfdp1	E2f4	0.4786857006429171	PPI
Srrm1	Foxp3	0.4786857006429171	PPI
Lrrk2	Fis1	0.4786857006429171	PPI
Top1	Eed	0.4786857006429171	PPI
Itch	Mavs	0.4786857006429171	PPI
Pparg	Wwtr1	0.4786857006429171	PPI
Pkp4	Eed	0.4786857006429171	PPI
Ctr9	Rcor2	0.4786857006429171	PPI
Ctr9	Paf1	0.4786857006429171	PPI
Asic1	Asic2	0.4786857006429171	PPI
Nlrp3	Mavs	0.4786857006429171	PPI
Cand2	Cul1	0.4786857006429171	PPI
Abcf1	Eed	0.4786857006429171	PPI
Ppia	Aifm1	0.4786857006429171	PPI
Wnt5b	Porcn	0.4786857006429171	PPI
Cdk1	Ccnd2	0.4786857006429171	PPI
Prlr	Jak2	0.4786857006429171	PPI
Tlr3	Gsk3b	0.4786857006429171	PPI
Sugp1	Foxp3	0.4786857006429171	PPI
Lcor	Ehmt2	0.4786857006429171	PPI
Wdr19	Bbs1	0.4786857006429171	PPI
Vps35	Snx1	0.4786857006429171	PPI
Mov10	Eed	0.4786857006429171	PPI
Relb	Nanog	0.4786857006429171	PPI
Cdk1	Braf	0.4786857006429171	PPI
Rbm19	Foxp3	0.4786857006429171	PPI
Ift88	Ift57	0.4786857006429171	PPI
Sp1	Sox8	0.4786857006429171	PPI
Fancg	Fanca	0.4786857006429171	PPI
Rbm3	Rara	0.4786857006429171	PPI
Myc	Mycn	0.4786857006429171	PPI
Gfap	Nphp4	0.4786857006429171	PPI
Dcx	Dclk1	0.4786857006429171	PPI
Ppia	Eed	0.4786857006429171	PPI
Sap30	Tet1	0.4786857006429171	PPI
Sap30	Rbbp4	0.4786857006429171	PPI
Lin7c	Wwtr1	0.4786857006429171	PPI
Csf1r	Dab2	0.4786857006429171	PPI
Smu1	Eed	0.4786857006429171	PPI
Src	Ptpra	0.4786857006429171	PPI
Src	Ephb2	0.4786857006429171	PPI
Src	Dab1	0.4786857006429171	PPI
Dapk1	Eed	0.4786857006429171	PPI
Gstp1	Tia1	0.4786857006429171	PPI
Vps51	Eed	0.4786857006429171	PPI
Nanog	Myef2	0.4786857006429171	PPI
Ifrd1	Hdac4	0.4786857006429171	PPI
Nanog	Psip1	0.4786857006429171	PPI
Tfe3	Set	0.4786857006429171	PPI
Mdm2	Foxo3	0.4786857006429171	PPI
Nanog	Nono	0.4786857006429171	PPI
Ppia	Ddx58	0.4786857006429171	PPI
Ifrd1	Mef2c	0.4786857006429171	PPI
Tal1	Trrap	0.4786857006429171	PPI
Tal1	Ssbp2	0.4786857006429171	PPI
Tal1	Rcor2	0.4786857006429171	PPI
Ddx42	Eed	0.4786857006429171	PPI
Ccnb1	Foxp3	0.4786857006429171	PPI
Ptprq	Dsg1a	0.4786857006429171	PPI
Hes1	Hes6	0.4786857006429171	PPI
Gria2	Exoc3	0.4786857006429171	PPI
Tnpo1	Eed	0.4786857006429171	PPI
Tpm3	Rgs14	0.4786857006429171	PPI
Stag3	Smc3	0.4786857006429171	PPI
Nphp4	Flna	0.4786857006429171	PPI
Actb	Dab1	0.4786857006429171	PPI
Actb	Inadl	0.4786857006429171	PPI
Ppard	Bcor	0.4786857006429171	PPI
Pak1	Rhoa	0.4786857006429171	PPI
Cbl	Erbb2	0.4786857006429171	PPI
Mark2	Foxp3	0.4786857006429171	PPI
Tpm3	Eed	0.4786857006429171	PPI
Eed	Baz1b	0.4786857006429171	PPI
Fyn	Nck1	0.4786857006429171	PPI
Dvl1	Nxn	0.4786857006429171	PPI
Rbm15	Foxp3	0.4786857006429171	PPI
Dvl1	Scyl2	0.4786857006429171	PPI
Kmt2c	Ncoa6	0.4786857006429171	PPI
Nek1	Ripk1	0.4786857006429171	PPI
Tal1	Top1	0.4786857006429171	PPI
Cebpa	Sox8	0.4786857006429171	PPI
Cebpa	Sin3a	0.4786857006429171	PPI
Cebpa	Mcm7	0.4786857006429171	PPI
Ift88	Ift27	0.4786857006429171	PPI
Cebpa	Med23	0.4786857006429171	PPI
Cebpa	Safb2	0.4786857006429171	PPI
Tal1	Rcc1	0.4786857006429171	PPI
Grb2	Sh2b2	0.4786857006429171	PPI
Ppib	Eed	0.4786857006429171	PPI
Lrrk2	Cdc37	0.4786857006429171	PPI
Wnt5a	Ryk	0.4786857006429171	PPI
Ift88	Ift52	0.4786857006429171	PPI
Lrrk2	Fadd	0.4786857006429171	PPI
Rara	Pura	0.4786857006429171	PPI
Wnt7a	Porcn	0.4786857006429171	PPI
Mcm3	Braf	0.4786857006429171	PPI
Snrpa	Foxp3	0.4786857006429171	PPI
Lrp6	Sost	0.4786857006429171	PPI
Pcgf2	Eed	0.4786857006429171	PPI
Mbtd1	Kat5	0.4786857006429171	PPI
Ddx51	Foxp3	0.4786857006429171	PPI
Ift20	Ift27	0.4786857006429171	PPI
Mdm2	Eid1	0.4786857006429171	PPI
Mcm3	Mcm2	0.4786857006429171	PPI
Brd2	Med21	0.4786857006429171	PPI
Abl1	Dok3	0.4786857006429171	PPI
Hes1	Kdm6b	0.4786857006429171	PPI
Wdtc1	Sfr1	0.4786857006429171	PPI
Egfr	Wdtc1	0.4786857006429171	PPI
Tbl3	Eed	0.4786857006429171	PPI
Wdtc1	Sec13	0.4786857006429171	PPI
Aplp2	Gas7	0.4786857006429171	PPI
Aplp2	Cpne8	0.4786857006429171	PPI
Wdtc1	Copg2	0.4786857006429171	PPI
Atad2	Eed	0.4786857006429171	PPI
Smc5	Eed	0.4786857006429171	PPI
Irs1	Phip	0.4786857006429171	PPI
Itch	Sufu	0.4786857006429171	PPI
Nsun5	Eed	0.4786857006429171	PPI
Sltm	Foxp3	0.4786857006429171	PPI
Prdx1	Eed	0.4786857006429171	PPI
Agap2	Unc5b	0.4786857006429171	PPI
Leo1	Ctr9	0.4786857006429171	PPI
Sox5	Sox6	0.4786857006429171	PPI
Agap2	Dlg2	0.4786857006429171	PPI
Cul7	Cul1	0.4786857006429171	PPI
Leo1	Wdr61	0.4786857006429171	PPI
Grip1	Actn2	0.4786857006429171	PPI
Grik2	Grik4	0.4786857006429171	PPI
Syne3	Sun1	0.4786857006429171	PPI
Loxl4	Egfl7	0.4786857006429171	PPI
Tet2	Sin3a	0.4786857006429171	PPI
Pspc1	Eed	0.4786857006429171	PPI
Jph2	Trpc3	0.4786857006429171	PPI
Eed	Bag6	0.4786857006429171	PPI
Naa40	Eed	0.4786857006429171	PPI
Kit	Cbl	0.4786857006429171	PPI
Sp1	Creb1	0.4786857006429171	PPI
Sfpq	Eed	0.4786857006429171	PPI
Lamb1	Lama5	0.4786857006429171	PPI
Gfap	Myo5a	0.4786857006429171	PPI
Acly	Eed	0.4786857006429171	PPI
Hck	Fcgr1	0.4786857006429171	PPI
Lzts2	Eed	0.4786857006429171	PPI
Gria2	Pick1	0.4786857006429171	PPI
Tfe3	Lima1	0.4786857006429171	PPI
Car10	Bcl10	0.4786857006429171	PPI
Rab3d	Rims2	0.4786857006429171	PPI
Ctbp1	Tia1	0.4786857006429171	PPI
Gnai3	Gab1	0.4786857006429171	PPI
